subject,score,label
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
001,0.0000000000,0
